1;arms_factory;2948.00;13.60;1368.00;4.88;0
1;arms_factory;2948.00;13.60;1368.00;1.26;0
1;arms_factory;2950.00;12.15;1362.00;5.38;0
1;arms_factory;2950.00;12.15;1362.00;0.67;0
1;arms_factory;2945.00;11.00;1364.00;3.33;0
1;arms_factory;2947.00;9.90;1357.00;1.17;0
1;industrial_complex;2947.00;9.90;1357.00;2.73;0
1;industrial_complex;2948.00;11.88;1370.00;5.39;0
1;industrial_complex;2951.00;10.57;1371.00;1.77;0
1;industrial_complex;2944.00;11.23;1369.00;5.90;0
1;industrial_complex;2948.00;11.60;1361.00;6.00;0
1;industrial_complex;2952.00;10.65;1363.00;3.84;0
1;air_base;2949.00;12.98;1364.00;0.22;0
1;naval_base;2947.00;9.50;1352.00;-0.79;5579
1;naval_base;2955.00;9.55;1365.00;0.98;5579
1;naval_base;2946.00;10.05;1372.00;-2.60;5555
1;bunker;2953.00;10.28;1370.00;4.95;0
1;bunker;2948.00;9.62;1353.00;1.33;0
1;bunker;2950.00;12.30;1363.00;4.35;0
1;coastal_bunker;2949.00;9.50;1352.00;-0.79;0
1;coastal_bunker;2941.00;9.50;1365.00;-1.19;0
1;coastal_bunker;2955.00;9.62;1366.00;0.98;0
1;dockyard;2949.00;9.50;1352.00;-0.79;0
1;anti_air_building;2948.00;10.38;1357.00;4.00;0
1;anti_air_building;2951.00;10.57;1371.00;1.84;0
1;anti_air_building;2951.00;10.57;1371.00;4.86;0
1;synthetic_refinery;2944.00;11.23;1369.00;6.06;0
1;fuel_silo;2951.00;11.55;1364.00;3.91;0
1;radar_station;2948.00;13.38;1365.00;3.86;0
1;rocket_site;2949.00;12.98;1364.00;1.85;0
1;nuclear_reactor;2949.00;13.12;1365.00;4.51;0
2;arms_factory;2999.00;10.28;1367.00;5.38;0
2;arms_factory;3005.00;10.05;1358.00;0.67;0
2;arms_factory;2995.00;9.90;1365.00;3.33;0
2;arms_factory;3007.00;10.98;1366.00;1.17;0
2;arms_factory;3011.00;11.82;1365.00;2.73;0
2;arms_factory;2994.00;10.68;1371.00;5.39;0
2;industrial_complex;3001.00;10.45;1372.00;1.77;0
2;industrial_complex;3008.00;11.20;1365.00;5.90;0
2;industrial_complex;3010.00;9.70;1351.00;6.00;0
2;industrial_complex;3013.00;11.80;1359.00;3.84;0
2;industrial_complex;3018.00;11.28;1356.00;0.22;0
2;industrial_complex;3010.00;10.68;1356.00;2.88;0
2;air_base;3005.00;10.05;1358.00;5.90;0
2;naval_base;3001.00;9.50;1353.00;-0.46;5656
2;naval_base;2990.00;9.50;1362.00;-0.93;5656
2;naval_base;2988.00;9.50;1367.00;-0.90;5579
2;naval_base;3016.00;9.50;1348.00;0.32;1452
2;naval_base;3021.00;9.50;1347.00;0.17;1452
2;bunker;3002.00;10.05;1367.00;3.39;0
2;bunker;3007.00;9.73;1354.00;6.06;0
2;bunker;3018.00;10.98;1355.00;2.80;0
2;bunker;2993.00;10.05;1369.00;4.00;0
2;bunker;3017.00;12.43;1361.00;1.84;0
2;bunker;3009.00;10.30;1355.00;4.86;0
2;bunker;3003.00;10.20;1368.00;6.06;0
2;coastal_bunker;3022.00;9.50;1346.00;0.17;0
2;coastal_bunker;3007.00;9.50;1351.00;-0.90;0
2;coastal_bunker;2996.00;9.50;1360.00;-0.93;0
2;coastal_bunker;2999.00;9.50;1355.00;-0.46;0
2;coastal_bunker;2986.00;9.50;1368.00;-0.90;0
2;dockyard;3015.00;9.50;1348.00;0.32;0
2;anti_air_building;3020.00;10.53;1352.00;0.30;0
2;anti_air_building;3005.00;10.50;1367.00;2.96;0
2;anti_air_building;3010.00;11.98;1366.00;5.62;0
2;synthetic_refinery;2995.00;9.68;1362.00;3.46;0
2;fuel_silo;3011.00;10.20;1353.00;5.02;0
2;radar_station;3006.00;10.45;1362.00;5.58;0
2;rocket_site;2991.00;9.70;1368.00;4.07;0
2;nuclear_reactor;3018.00;11.98;1358.00;0.80;0
3;arms_factory;2928.00;15.40;1439.00;3.33;0
3;arms_factory;2932.00;13.93;1455.00;1.17;0
3;arms_factory;2906.00;10.12;1450.00;2.73;0
3;arms_factory;2912.00;10.10;1456.00;5.39;0
3;arms_factory;2918.00;15.00;1438.00;1.77;0
3;arms_factory;2923.00;14.18;1455.00;5.90;0
3;industrial_complex;2935.00;15.25;1447.00;6.00;0
3;industrial_complex;2927.00;15.07;1449.00;3.84;0
3;industrial_complex;2931.00;14.55;1453.00;0.22;0
3;industrial_complex;2906.00;9.68;1448.00;2.88;0
3;industrial_complex;2914.00;9.50;1445.00;5.90;0
3;industrial_complex;2917.00;14.93;1436.00;2.29;0
3;air_base;2926.00;14.10;1454.00;4.95;0
3;bunker;2914.00;10.80;1442.00;1.33;0
3;bunker;2918.00;10.30;1459.00;4.35;0
3;bunker;2915.00;10.10;1455.00;5.55;0
3;bunker;2933.00;15.65;1452.00;3.39;0
3;bunker;2926.00;13.03;1458.00;6.06;0
3;bunker;2934.00;15.32;1447.00;2.80;0
3;bunker;2927.00;15.23;1438.00;4.00;0
3;bunker;2923.00;14.10;1449.00;1.84;0
3;bunker;2909.00;10.18;1451.00;4.86;0
3;bunker;2921.00;13.68;1449.00;6.06;0
3;bunker;2926.00;10.85;1461.00;3.91;0
3;anti_air_building;2924.00;11.20;1465.00;0.29;0
3;anti_air_building;2915.00;10.10;1458.00;1.85;0
3;anti_air_building;2911.00;10.25;1453.00;4.51;0
3;synthetic_refinery;2922.00;15.78;1439.00;2.35;0
3;fuel_silo;2922.00;12.85;1456.00;3.56;0
3;radar_station;2918.00;13.10;1451.00;5.27;0
3;rocket_site;2926.00;14.73;1451.00;2.96;0
3;nuclear_reactor;2925.00;10.53;1463.00;5.62;0
4;arms_factory;3044.00;12.95;1453.00;2.73;0
4;arms_factory;3063.00;9.90;1491.00;5.39;0
4;arms_factory;3061.00;10.45;1467.00;1.77;0
4;arms_factory;3061.00;10.78;1477.00;5.90;0
4;arms_factory;3049.00;11.35;1484.00;6.00;0
4;arms_factory;3047.00;11.30;1459.00;3.84;0
4;industrial_complex;3046.00;13.60;1473.00;0.22;0
4;industrial_complex;3058.00;11.65;1472.00;2.88;0
4;industrial_complex;3046.00;12.32;1450.00;5.90;0
4;industrial_complex;3062.00;10.70;1486.00;2.29;0
4;industrial_complex;3048.00;11.65;1462.00;4.95;0
4;industrial_complex;3062.00;11.30;1484.00;1.33;0
4;air_base;3055.00;12.32;1470.00;4.35;0
4;bunker;3050.00;11.15;1453.00;5.55;0
4;bunker;3064.00;9.85;1489.00;3.39;0
4;bunker;3044.00;12.53;1460.00;6.06;0
4;bunker;3044.00;12.95;1453.00;2.80;0
4;bunker;3056.00;12.85;1481.00;4.00;0
4;bunker;3070.00;9.70;1476.00;1.84;0
4;bunker;3052.00;14.65;1474.00;4.86;0
4;bunker;3045.00;13.53;1473.00;6.06;0
4;bunker;3060.00;10.40;1466.00;3.91;0
4;bunker;3061.00;10.28;1464.00;0.29;0
4;bunker;3053.00;10.30;1488.00;1.85;0
4;bunker;3059.00;11.25;1475.00;4.51;0
4;bunker;3065.00;10.25;1485.00;2.35;0
4;anti_air_building;3042.00;13.82;1455.00;3.56;0
4;anti_air_building;3054.00;10.68;1494.00;0.30;0
4;anti_air_building;3062.00;10.55;1468.00;2.96;0
4;synthetic_refinery;3045.00;12.50;1462.00;5.62;0
4;fuel_silo;3066.00;10.30;1483.00;3.46;0
4;radar_station;3055.00;13.25;1473.00;4.10;0
4;rocket_site;3047.00;12.82;1453.00;1.41;0
4;nuclear_reactor;3053.00;12.23;1468.00;4.07;0
5;arms_factory;3111.00;9.80;1599.00;1.77;0
5;arms_factory;3154.00;10.40;1596.00;5.90;0
5;arms_factory;3137.00;10.20;1600.00;6.00;0
5;arms_factory;3137.00;10.20;1592.00;3.84;0
5;arms_factory;3114.00;9.70;1607.00;0.22;0
5;arms_factory;3131.00;10.40;1595.00;2.88;0
5;industrial_complex;3114.00;9.80;1598.00;5.90;0
5;industrial_complex;3147.00;9.82;1602.00;2.29;0
5;industrial_complex;3127.00;9.82;1601.00;4.95;0
5;industrial_complex;3143.00;10.40;1591.00;1.33;0
5;industrial_complex;3152.00;9.80;1606.00;4.35;0
5;industrial_complex;3123.00;9.90;1595.00;5.55;0
5;air_base;3110.00;9.80;1600.00;3.39;0
5;naval_base;3114.00;9.50;1609.00;-2.21;2309
5;naval_base;3107.00;9.68;1606.00;-3.61;2309
5;bunker;3133.00;10.40;1599.00;4.00;0
5;bunker;3119.00;9.90;1591.00;1.84;0
5;bunker;3132.00;10.30;1605.00;4.86;0
5;bunker;3108.00;9.80;1599.00;6.06;0
5;bunker;3130.00;10.40;1597.00;3.91;0
5;bunker;3158.00;9.82;1600.00;0.29;0
5;bunker;3119.00;9.80;1602.00;1.85;0
5;bunker;3152.00;9.90;1600.00;4.51;0
5;bunker;3120.00;9.80;1604.00;2.35;0
5;bunker;3144.00;9.90;1600.00;3.56;0
5;bunker;3140.00;10.23;1595.00;0.30;0
5;coastal_bunker;3114.00;9.60;1608.00;-2.21;0
5;coastal_bunker;3109.00;9.57;1606.00;-3.61;0
5;dockyard;3112.00;9.53;1608.00;-2.21;0
5;anti_air_building;3118.00;9.80;1604.00;5.02;0
5;anti_air_building;3132.00;10.05;1592.00;1.41;0
5;anti_air_building;3112.00;9.80;1595.00;4.07;0
5;synthetic_refinery;3144.00;9.95;1598.00;0.80;0
5;fuel_silo;3123.00;9.80;1598.00;3.47;0
5;radar_station;3130.00;10.38;1599.00;5.51;0
5;rocket_site;3156.00;9.80;1602.00;2.51;0
5;nuclear_reactor;3132.00;9.88;1591.00;5.54;0
6;arms_factory;2869.00;9.70;1535.00;6.00;0
6;arms_factory;2872.00;9.53;1543.00;3.84;0
6;arms_factory;2885.00;9.80;1545.00;0.22;0
6;arms_factory;2882.00;9.70;1541.00;2.88;0
6;arms_factory;2891.00;10.00;1538.00;5.90;0
6;arms_factory;2872.00;9.70;1540.00;2.29;0
6;industrial_complex;2878.00;9.68;1543.00;4.95;0
6;industrial_complex;2889.00;10.00;1540.00;1.33;0
6;industrial_complex;2873.00;9.65;1541.00;4.35;0
6;industrial_complex;2879.00;9.70;1544.00;5.55;0
6;industrial_complex;2889.00;10.30;1542.00;3.39;0
6;industrial_complex;2873.00;9.62;1543.00;6.06;0
6;air_base;2885.00;9.80;1545.00;2.80;0
6;naval_base;2855.00;9.57;1543.00;-2.16;8621
6;naval_base;2869.00;9.50;1544.00;-2.16;8621
6;naval_base;2849.00;9.60;1540.00;-2.68;8621
6;bunker;2878.00;9.68;1543.00;6.06;0
6;bunker;2877.00;9.70;1538.00;3.91;0
6;bunker;2887.00;10.15;1541.00;0.29;0
6;bunker;2875.00;9.78;1535.00;1.85;0
6;bunker;2855.00;9.68;1542.00;4.51;0
6;bunker;2883.00;9.80;1536.00;2.35;0
6;bunker;2853.00;9.70;1537.00;3.56;0
6;bunker;2865.00;10.20;1536.00;0.30;0
6;coastal_bunker;2853.00;9.55;1542.00;-2.16;0
6;coastal_bunker;2847.00;9.50;1540.00;-2.68;0
6;coastal_bunker;2871.00;9.50;1544.00;-2.16;0
6;dockyard;2854.00;9.60;1542.00;-2.16;0
6;anti_air_building;2875.00;9.65;1541.00;1.41;0
6;anti_air_building;2865.00;10.00;1540.00;4.07;0
6;anti_air_building;2858.00;9.95;1538.00;0.80;0
6;synthetic_refinery;2874.00;9.62;1543.00;3.47;0
6;fuel_silo;2870.00;9.70;1539.00;6.13;0
6;radar_station;2872.00;9.70;1538.00;0.70;0
6;rocket_site;2893.00;10.32;1538.00;5.54;0
6;nuclear_reactor;2855.00;9.80;1535.00;0.46;0
7;arms_factory;2879.00;9.50;1570.00;0.22;0
7;arms_factory;2881.00;9.62;1575.00;2.88;0
7;arms_factory;2879.00;9.50;1570.00;5.90;0
7;arms_factory;2881.00;9.57;1576.00;2.29;0
7;arms_factory;2878.00;9.50;1566.00;4.95;0
7;arms_factory;2880.00;9.55;1574.00;1.33;0
7;industrial_complex;2878.00;9.50;1566.00;4.35;0
7;industrial_complex;2880.00;9.53;1573.00;5.55;0
7;industrial_complex;2881.00;9.57;1576.00;3.39;0
7;industrial_complex;2880.00;9.53;1573.00;6.06;0
7;industrial_complex;2880.00;9.55;1574.00;2.80;0
7;industrial_complex;2879.00;9.50;1570.00;4.00;0
7;air_base;2881.00;9.62;1575.00;1.84;0
7;naval_base;2875.00;9.50;1560.00;-0.54;3211
7;naval_base;2880.00;9.50;1578.00;-1.57;2775
7;bunker;2878.00;9.50;1566.00;3.91;0
7;bunker;2881.00;9.57;1576.00;0.29;0
7;coastal_bunker;2869.00;9.50;1557.00;-0.79;0
7;coastal_bunker;2881.00;9.62;1574.00;0.79;0
7;dockyard;2879.00;9.50;1571.00;-3.14;0
7;anti_air_building;2878.00;9.50;1566.00;3.56;0
7;anti_air_building;2881.00;9.57;1576.00;0.30;0
7;anti_air_building;2879.00;9.50;1570.00;2.96;0
7;synthetic_refinery;2881.00;9.62;1575.00;5.62;0
7;fuel_silo;2879.00;9.50;1570.00;3.46;0
